Sweden, Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 11/01/2018
Year  ARDY   Cohort       Total
1915    52    1863         1.60
1915    53    1862         0.26
1915    54    1861         0.00
1915    55+   1860-        0.00
1916    12-   1904+        0.00
1916    13    1903         0.00
1916    14    1902         0.70
1916    15    1901        20.04
1916    16    1900       102.35
1916    17    1899       356.95
1916    18    1898       936.72
1916    19    1897      1748.94
1916    20    1896      2749.61
1916    21    1895      3800.44
1916    22    1894      4646.07
1916    23    1893      5528.74
1916    24    1892      5922.27
1916    25    1891      6324.24
1916    26    1890      6415.06
1916    27    1889      6417.40
1916    28    1888      6617.61
1916    29    1887      6653.68
1916    30    1886      6438.04
1916    31    1885      6200.71
1916    32    1884      5954.05
1916    33    1883      5496.37
1916    34    1882      5189.73
1916    35    1881      4876.09
1916    36    1880      4580.24
1916    37    1879      4456.11
1916    38    1878      3982.79
1916    39    1877      3663.17
1916    40    1876      3203.72
1916    41    1875      2780.31
1916    42    1874      2262.63
1916    43    1873      1720.88
1916    44    1872      1149.60
1916    45    1871       783.93
1916    46    1870       422.44
1916    47    1869       173.61
1916    48    1868        55.23
1916    49    1867        28.86
1916    50    1866        13.87
1916    51    1865         5.03
1916    52    1864         0.78
1916    53    1863         0.00
1916    54    1862         0.00
1916    55+   1861-        0.00
1917    12-   1905+        0.00
1917    13    1904         0.31
1917    14    1903         4.60
1917    15    1902        19.49
1917    16    1901        94.43
1917    17    1900       348.87
1917    18    1899       885.34
1917    19    1898      1804.85
1917    20    1897      2843.32
1917    21    1896      3865.86
1917    22    1895      4762.88
1917    23    1894      5399.15
1917    24    1893      5923.13
1917    25    1892      6182.10
1917    26    1891      6550.84
1917    27    1890      6401.12
1917    28    1889      6287.85
1917    29    1888      6455.01
1917    30    1887      6364.66
1917    31    1886      6057.31
1917    32    1885      5879.88
1917    33    1884      5647.45
1917    34    1883      5164.52
1917    35    1882      4819.29
1917    36    1881      4513.21
1917    37    1880      4226.26
1917    38    1879      3990.13
1917    39    1878      3608.26
1917    40    1877      3365.13
1917    41    1876      2766.49
1917    42    1875      2271.66
1917    43    1874      1709.59
1917    44    1873      1169.37
1917    45    1872       724.08
1917    46    1871       424.92
1917    47    1870       205.04
1917    48    1869        80.14
1917    49    1868        25.70
1917    50    1867         9.23
1917    51    1866         2.10
1917    52    1865         1.15
1917    53    1864         0.28
1917    54    1863         0.00
1917    55+   1862-        0.00
1918    12-   1906+        0.18
1918    13    1905         1.31
1918    14    1904         1.64
1918    15    1903        12.41
1918    16    1902        89.01
1918    17    1901       313.61
1918    18    1900       826.30
1918    19    1899      1637.29
1918    20    1898      2756.55
1918    21    1897      3745.29
1918    22    1896      4580.86
1918    23    1895      5384.07
1918    24    1894      5820.56
1918    25    1893      6064.38
1918    26    1892      6212.59
1918    27    1891      6476.81
1918    28    1890      6257.56
1918    29    1889      6139.58
1918    30    1888      6177.34
1918    31    1887      6117.53
1918    32    1886      5698.94
1918    33    1885      5420.29
1918    34    1884      5205.87
1918    35    1883      4674.87
1918    36    1882      4439.21
1918    37    1881      4089.54
1918    38    1880      3772.21
1918    39    1879      3619.87
1918    40    1878      3075.47
1918    41    1877      2708.03
1918    42    1876      2225.20
1918    43    1875      1773.46
1918    44    1874      1163.39
1918    45    1873       720.14
1918    46    1872       432.22
1918    47    1871       215.66
1918    48    1870        77.52
1918    49    1869        22.85
1918    50    1868         4.86
1918    51    1867         0.52
1918    52    1866         0.00
1918    53    1865         0.00
1918    54    1864         0.00
1918    55+   1863-        0.00
1919    12-   1907+        0.00
1919    13    1906         0.00
1919    14    1905         0.43
1919    15    1904        12.76
1919    16    1903        68.68
1919    17    1902       277.23
1919    18    1901       768.21
1919    19    1900      1628.92
1919    20    1899      2539.45
1919    21    1898      3692.01
1919    22    1897      4732.69
1919    23    1896      5450.70
1919    24    1895      5906.45
1919    25    1894      6235.52
1919    26    1893      6363.50
1919    27    1892      6228.57
1919    28    1891      6400.09
1919    29    1890      6151.62
1919    30    1889      5931.06
1919    31    1888      5811.08
1919    32    1887      5626.94
1919    33    1886      5288.99
1919    34    1885      4921.15
1919    35    1884      4678.44
1919    36    1883      4270.56
1919    37    1882      3985.44
1919    38    1881      3621.76
1919    39    1880      3245.16
1919    40    1879      2946.74
1919    41    1878      2459.60
1919    42    1877      2050.02
1919    43    1876      1496.52
1919    44    1875      1049.21
1919    45    1874       670.34
1919    46    1873       378.72
1919    47    1872       180.01
1919    48    1871        82.96
1919    49    1870        32.27
1919    50    1869         7.45
1919    51    1868         1.46
1919    52    1867         0.28
1919    53    1866         0.00
1919    54    1865         0.00
1919    55+   1864-        0.00
1920    12-   1908+        0.99
1920    13    1907         0.00
1920    14    1906         1.18
1920    15    1905        17.99
1920    16    1904       117.72
1920    17    1903       450.11
1920    18    1902      1303.70
1920    19    1901      2491.36
1920    20    1900      3777.47
1920    21    1899      4879.03
1920    22    1898      6037.97
1920    23    1897      6682.47
1920    24    1896      7167.34
1920    25    1895      7441.75
1920    26    1894      7549.80
1920    27    1893      7518.00
1920    28    1892      7268.26
1920    29    1891      7368.89
1920    30    1890      7003.21
1920    31    1889      6577.68
1920    32    1888      6506.38
1920    33    1887      6321.48
1920    34    1886      5863.60
1920    35    1885      5435.53
1920    36    1884      5112.42
1920    37    1883      4549.35
1920    38    1882      4213.92
1920    39    1881      3844.01
1920    40    1880      3300.17
1920    41    1879      2937.30
1920    42    1878      2324.69
1920    43    1877      1863.76
1920    44    1876      1269.92
1920    45    1875       775.73
1920    46    1874       442.60
1920    47    1873       204.37
1920    48    1872        87.34
1920    49    1871        33.60
1920    50    1870        10.38
1920    51    1869         1.55
1920    52    1868         0.00
1920    53    1867         0.00
1920    54    1866         0.00
1920    55+   1865-        0.00
1921    12-   1909+        0.00
1921    13    1908         0.16
1921    14    1907         2.80
1921    15    1906        17.63
1921    16    1905       116.12
1921    17    1904       449.95
1921    18    1903      1165.41
1921    19    1902      2268.90
1921    20    1901      3481.81
1921    21    1900      4734.23
1921    22    1899      5386.54
1921    23    1898      6209.19
1921    24    1897      6618.26
1921    25    1896      6925.68
1921    26    1895      7048.28
1921    27    1894      6908.49
1921    28    1893      6774.92
1921    29    1892      6612.81
1921    30    1891      6603.60
1921    31    1890      6118.82
1921    32    1889      5719.88
1921    33    1888      5544.44
1921    34    1887      5368.81
1921    35    1886      5017.56
1921    36    1885      4709.80
1921    37    1884      4412.63
1921    38    1883      3854.54
1921    39    1882      3465.58
1921    40    1881      3055.59
1921    41    1880      2597.40
1921    42    1879      2182.45
1921    43    1878      1623.32
1921    44    1877      1223.96
1921    45    1876       772.99
1921    46    1875       417.23
1921    47    1874       195.82
1921    48    1873        81.81
1921    49    1872        25.43
1921    50    1871         7.71
1921    51    1870         2.22
1921    52    1869         0.25
1921    53    1868         0.00
1921    54    1867         0.00
1921    55+   1866-        0.00
1922    12-   1910+        0.00
1922    13    1909         0.15
1922    14    1908         4.34
1922    15    1907        17.59
1922    16    1906        93.52
1922    17    1905       401.14
1922    18    1904      1048.09
1922    19    1903      2051.41
1922    20    1902      3197.82
1922    21    1901      4123.67
1922    22    1900      4889.76
1922    23    1899      5296.62
1922    24    1898      5960.38
1922    25    1897      6243.34
1922    26    1896      6458.00
1922    27    1895      6512.64
1922    28    1894      6301.39
1922    29    1893      6119.32
1922    30    1892      5769.70
1922    31    1891      5702.36
1922    32    1890      5351.80
1922    33    1889      5044.80
1922    34    1888      4959.94
1922    35    1887      4672.67
1922    36    1886      4329.95
1922    37    1885      4032.25
1922    38    1884      3735.77
1922    39    1883      3263.55
1922    40    1882      2846.81
1922    41    1881      2401.21
1922    42    1880      1967.31
1922    43    1879      1597.94
1922    44    1878      1109.29
1922    45    1877       734.75
1922    46    1876       394.12
1922    47    1875       193.85
1922    48    1874        80.40
1922    49    1873        30.66
1922    50    1872         7.21
1922    51    1871         0.48
1922    52    1870         0.00
1922    53    1869         0.00
1922    54    1868         0.00
1922    55+   1867-        0.00
1923    12-   1911+        0.00
1923    13    1910         0.00
1923    14    1909         0.98
1923    15    1908        25.66
1923    16    1907       110.39
1923    17    1906       398.31
1923    18    1905      1020.95
1923    19    1904      1918.17
1923    20    1903      2901.90
1923    21    1902      3916.84
1923    22    1901      4760.06
1923    23    1900      5361.54
1923    24    1899      5577.57
1923    25    1898      6179.00
1923    26    1897      6248.10
1923    27    1896      6182.05
1923    28    1895      6174.18
1923    29    1894      6071.75
1923    30    1893      5846.76
1923    31    1892      5393.19
1923    32    1891      5311.56
1923    33    1890      5067.52
1923    34    1889      4622.36
1923    35    1888      4425.38
1923    36    1887      4293.68
1923    37    1886      3889.06
1923    38    1885      3528.03
1923    39    1884      3277.51
1923    40    1883      2767.67
1923    41    1882      2352.39
1923    42    1881      1922.77
1923    43    1880      1474.95
1923    44    1879      1076.41
1923    45    1878       654.77
1923    46    1877       367.59
1923    47    1876       174.86
1923    48    1875        91.46
1923    49    1874        35.54
1923    50    1873         7.85
1923    51    1872         2.83
1923    52    1871         2.91
1923    53    1870         0.51
1923    54    1869         0.00
1923    55+   1868-        0.00
1924    12-   1912+        0.00
1924    13    1911         0.00
1924    14    1910         1.07
1924    15    1909        28.40
1924    16    1908       102.37
1924    17    1907       367.59
1924    18    1906       970.45
1924    19    1905      1855.78
1924    20    1904      2859.94
1924    21    1903      3666.94
1924    22    1902      4569.16
1924    23    1901      5197.26
1924    24    1900      5648.46
1924    25    1899      5717.71
1924    26    1898      6041.52
1924    27    1897      5905.14
1924    28    1896      5887.88
1924    29    1895      5792.22
1924    30    1894      5572.91
1924    31    1893      5382.26
1924    32    1892      4976.01
1924    33    1891      4828.97
1924    34    1890      4538.31
1924    35    1889      4228.44
1924    36    1888      4046.68
1924    37    1887      3792.35
1924    38    1886      3422.22
1924    39    1885      3084.52
1924    40    1884      2742.16
1924    41    1883      2246.82
1924    42    1882      1821.86
1924    43    1881      1425.55
1924    44    1880       995.97
1924    45    1879       689.15
1924    46    1878       364.04
1924    47    1877       178.89
1924    48    1876        75.32
1924    49    1875        23.21
1924    50    1874         6.72
1924    51    1873         0.74
1924    52    1872         0.00
1924    53    1871         0.00
1924    54    1870         0.00
1924    55+   1869-        0.00
1925    12-   1913+        0.00
1925    13    1912         0.16
1925    14    1911         3.18
1925    15    1910        17.04
1925    16    1909       104.62
1925    17    1908       410.14
1925    18    1907      1031.66
1925    19    1906      1952.32
1925    20    1905      2935.84
1925    21    1904      3743.38
1925    22    1903      4481.34
1925    23    1902      5204.98
1925    24    1901      5566.87
1925    25    1900      5761.10
1925    26    1899      5629.63
1925    27    1898      5985.96
1925    28    1897      5828.02
1925    29    1896      5592.18
1925    30    1895      5389.63
1925    31    1894      5125.92
1925    32    1893      4974.93
1925    33    1892      4652.86
1925    34    1891      4475.18
1925    35    1890      4125.95
1925    36    1889      3720.82
1925    37    1888      3534.50
1925    38    1887      3258.36
1925    39    1886      2874.16
1925    40    1885      2518.04
1925    41    1884      2178.79
1925    42    1883      1768.46
1925    43    1882      1339.60
1925    44    1881       909.50
1925    45    1880       579.97
1925    46    1879       350.27
1925    47    1878       165.46
1925    48    1877        69.51
1925    49    1876        24.07
1925    50    1875         6.00
1925    51    1874         0.62
1925    52    1873         0.68
1925    53    1872         0.31
1925    54    1871         0.00
1925    55+   1870-        0.00
1926    12-   1914+        0.00
1926    13    1913         0.00
1926    14    1912         0.69
1926    15    1911        18.17
1926    16    1910       103.58
1926    17    1909       437.06
1926    18    1908      1084.59
1926    19    1907      1934.58
1926    20    1906      2865.25
1926    21    1905      3729.85
1926    22    1904      4306.77
1926    23    1903      4753.77
1926    24    1902      5248.62
1926    25    1901      5553.28
1926    26    1900      5698.66
1926    27    1899      5482.94
1926    28    1898      5626.39
1926    29    1897      5374.03
1926    30    1896      5192.41
1926    31    1895      4990.23
1926    32    1894      4689.75
1926    33    1893      4431.67
1926    34    1892      4127.03
1926    35    1891      3979.26
1926    36    1890      3598.18
1926    37    1889      3282.71
1926    38    1888      3117.30
1926    39    1887      2835.30
1926    40    1886      2458.08
1926    41    1885      2137.33
1926    42    1884      1750.73
1926    43    1883      1240.62
1926    44    1882       842.77
1926    45    1881       550.75
1926    46    1880       313.07
1926    47    1879       143.48
1926    48    1878        67.33
1926    49    1877        32.16
1926    50    1876         7.91
1926    51    1875         0.73
1926    52    1874         0.00
1926    53    1873         0.00
1926    54    1872         0.00
1926    55+   1871-        0.00
1927    12-   1915+        0.00
1927    13    1914         0.00
1927    14    1913         1.21
1927    15    1912        27.46
1927    16    1911       116.49
1927    17    1910       428.74
1927    18    1909      1084.68
1927    19    1908      1979.51
1927    20    1907      2905.84
1927    21    1906      3658.39
1927    22    1905      4308.01
1927    23    1904      4773.87
1927    24    1903      4999.44
1927    25    1902      5398.78
1927    26    1901      5443.67
1927    27    1900      5454.61
1927    28    1899      5198.41
1927    29    1898      5126.08
1927    30    1897      4863.56
1927    31    1896      4721.43
1927    32    1895      4509.07
1927    33    1894      4217.00
1927    34    1893      3965.75
1927    35    1892      3589.03
1927    36    1891      3469.53
1927    37    1890      3262.62
1927    38    1889      2952.30
1927    39    1888      2666.77
1927    40    1887      2315.51
1927    41    1886      1916.73
1927    42    1885      1570.38
1927    43    1884      1207.41
1927    44    1883       798.78
1927    45    1882       523.14
1927    46    1881       287.53
1927    47    1880       145.07
1927    48    1879        73.36
1927    49    1878        22.50
1927    50    1877         6.72
1927    51    1876         2.95
1927    52    1875         0.69
1927    53    1874         0.67
1927    54    1873         0.32
1927    55+   1872-        0.00
1928    12-   1916+        0.00
1928    13    1915         0.00
1928    14    1914         0.94
1928    15    1913        24.73
1928    16    1912       124.61
1928    17    1911       433.20
1928    18    1910      1088.81
1928    19    1909      2102.58
1928    20    1908      2993.01
1928    21    1907      3784.86
1928    22    1906      4308.47
1928    23    1905      4807.61
1928    24    1904      5076.91
1928    25    1903      5123.40
1928    26    1902      5425.07
1928    27    1901      5519.72
1928    28    1900      5300.06
1928    29    1899      4958.49
1928    30    1898      5018.51
1928    31    1897      4680.08
1928    32    1896      4499.47
1928    33    1895      4332.33
1928    34    1894      3996.87
1928    35    1893      3627.80
1928    36    1892      3276.72
1928    37    1891      3138.32
1928    38    1890      2847.99
1928    39    1889      2518.72
1928    40    1888      2276.15
1928    41    1887      1927.60
1928    42    1886      1544.81
1928    43    1885      1194.03
1928    44    1884       841.08
1928    45    1883       535.92
1928    46    1882       315.69
1928    47    1881       144.21
1928    48    1880        54.13
1928    49    1879        18.85
1928    50    1878         4.43
1928    51    1877         1.57
1928    52    1876         0.25
1928    53    1875         0.00
1928    54    1874         0.00
1928    55+   1873-        0.00
1929    12-   1917+        0.00
1929    13    1916         0.18
1929    14    1915         1.26
1929    15    1914        11.84
1929    16    1913       121.48
1929    17    1912       440.60
1929    18    1911      1059.68
1929    19    1910      1990.44
1929    20    1909      2972.94
1929    21    1908      3710.15
1929    22    1907      4259.98
1929    23    1906      4582.86
1929    24    1905      4833.97
1929    25    1904      4944.96
1929    26    1903      5055.13
1929    27    1902      5130.68
1929    28    1901      5113.32
1929    29    1900      5031.86
1929    30    1899      4623.22
1929    31    1898      4523.28
1929    32    1897      4108.39
1929    33    1896      3945.04
1929    34    1895      3829.37
1929    35    1894      3441.19
1929    36    1893      3128.43
1929    37    1892      2866.85
1929    38    1891      2678.72
1929    39    1890      2350.40
1929    40    1889      2094.80
1929    41    1888      1804.48
1929    42    1887      1441.66
1929    43    1886      1079.67
1929    44    1885       747.40
1929    45    1884       473.04
1929    46    1883       252.67
1929    47    1882       128.94
1929    48    1881        57.40
1929    49    1880        18.14
1929    50    1879         5.84
1929    51    1878         0.74
1929    52    1877         0.00
1929    53    1876         0.00
1929    54    1875         0.00
1929    55+   1874-        0.00
1930    12-   1918+        0.00
1930    13    1917         0.16
1930    14    1916         2.83
1930    15    1915        17.53
1930    16    1914       125.11
1930    17    1913       475.21
1930    18    1912      1142.29
1930    19    1911      1977.75
1930    20    1910      2973.76
1930    21    1909      3926.47
1930    22    1908      4399.23
1930    23    1907      4862.40
1930    24    1906      5093.32
1930    25    1905      5181.61
1930    26    1904      5216.37
1930    27    1903      5128.45
1930    28    1902      5105.17
1930    29    1901      4987.71
1930    30    1900      4853.79
1930    31    1899      4396.67
1930    32    1898      4248.34
1930    33    1897      3953.26
1930    34    1896      3694.58
1930    35    1895      3530.82
1930    36    1894      3257.02
1930    37    1893      2918.55
1930    38    1892      2522.93
1930    39    1891      2354.10
1930    40    1890      2058.25
1930    41    1889      1687.27
1930    42    1888      1362.51
1930    43    1887      1053.36
1930    44    1886       762.74
1930    45    1885       490.06
1930    46    1884       269.75
1930    47    1883       120.21
1930    48    1882        45.00
1930    49    1881        20.24
1930    50    1880         4.96
1930    51    1879         0.24
1930    52    1878         0.00
1930    53    1877         0.00
1930    54    1876         0.00
1930    55+   1875-        0.00
1931    12-   1919+        0.00
1931    13    1918         0.15
1931    14    1917         3.26
1931    15    1916        14.84
1931    16    1915       105.53
1931    17    1914       465.10
1931    18    1913      1104.74
1931    19    1912      1959.91
1931    20    1911      2888.61
